"","revenue","budget","primary_genre"
"20874",175742,180000,"Horror"
"20896",3003,2500000,"Drama"
"20911",351040419,1.05e+08,"Drama"
"20923",467365246,1.9e+08,"Action"
"20933",4.4e+07,5.8e+07,"Comedy"
"20968",10337387,4800000,"Drama"
"20969",362000072,1.03e+08,"Comedy"
"20971",788679850,1.6e+08,"Action"
"20972",268426634,1e+08,"Animation"
"20980",10631747,1.1e+07,"Drama"
"20982",10000,31192,"Drama"
"20994",1165882,1500000,"Horror"
"20998",15600000,2.3e+07,"Drama"
"21010",58510,2e+06,"Horror"
"21019",243843127,1.3e+08,"Science Fiction"
"21026",117698894,7.5e+07,"Thriller"
"21027",1585582,1e+07,"Drama"
"21035",10759,1e+07,"Action"
"21051",1e+06,5e+05,"Thriller"
"21055",23198652,4600000,"Comedy"
"21069",662845518,2.25e+08,"Action"
"21074",21819348,3.5e+07,"Comedy"
"21081",89328627,3e+06,"Science Fiction"
"21100",19145732,1.5e+07,"Drama"
"21102",743559607,2e+08,"Animation"
"21120",31081,6e+06,"Horror"
"21124",407602906,1.8e+08,"Action"
"21126",19255873,13500000,"Drama"
"21131",531865000,2e+08,"Action"
"21132",286140700,1.15e+08,"Science Fiction"
"21141",1066471,6e+06,"Drama"
"21162",970761885,7.6e+07,"Animation"
"21163",205366737,1.5e+08,"Action"
"21164",46089287,2e+07,"Comedy"
"21169",8352885,2e+07,"Action"
"21172",158674180,4.3e+07,"Action"
"21176",89289910,2.55e+08,"Action"
"21220",6854611,2500000,"Comedy"
"21257",2.5e+07,4600000,"History"
"21263",61648500,1.3e+08,"Fantasy"
"21277",318000141,1.3e+07,"Horror"
"21294",282570682,1.35e+08,"Animation"
"21297",415440673,1.2e+08,"Action"
"21334",13500000,2e+06,"Action"
"21338",131940411,6.1e+07,"Action"
"21345",2.08e+08,2200000,"Comedy"
"21350",99206215,1.8e+07,"Comedy"
"21352",8371085,12400000,"Comedy"
"21356",56825,250000,"Thriller"
"21381",174578751,9e+07,"Adventure"
"21382",347434178,1.05e+08,"Fantasy"
"21383",9800000,4e+06,"Comedy"
"21384",2459895,5200000,"Science Fiction"
"21396",2054941,2.5e+07,"Action"
"21408",269994119,3.7e+07,"Comedy"
"21411",246984278,8e+07,"Comedy"
"21418",60700000,2.8e+07,"Action"
"21419",98337295,3.8e+07,"Science Fiction"
"21420",219788712,5e+07,"Animation"
"21425",136203,7e+06,"Horror"
"21427",13785015,3.5e+07,"Drama"
"21430",117932401,3e+07,"Animation"
"21436",35931410,1.2e+07,"Drama"
"21439",90565421,6e+07,"Action"
"21447",115922175,2.5e+07,"Drama"
"21448",2963902,1e+06,"Comedy"
"21461",87100449,1.2e+07,"Comedy"
"21463",6.2e+07,1.8e+07,"Romance"
"21479",5496951,27220000,"Thriller"
"21498",3639345,1.1e+07,"Action"
"21502",83,50,"Action"
"21516",11301649,1.6e+07,"Action"
"21529",318982,1.6e+07,"Drama"
"21552",99067206,5500000,"Comedy"
"21567",10501938,1.8e+07,"Action"
"21593",716392705,1.05e+08,"Science Fiction"
"21599",7847000,1.1e+07,"Drama"
"21605",122126687,4.6e+07,"Drama"
"21606",15400000,2.2e+07,"Thriller"
"21609",2159041,4900000,"Comedy"
"21612",90247624,3.8e+07,"Drama"
"21615",36894225,3e+07,"Crime"
"21645",3566225,1500000,"Comedy"
"21662",4.7e+07,5500000,"Comedy"
"21663",16549477,2e+07,"Music"
"21671",1659542,1.1e+07,"Comedy"
"21695",17654912,1.2e+07,"Drama"
"21711",7972967,1.8e+07,"Music"
"21741",1.8e+07,7100000,"Crime"
"21744",62616646,3e+07,"Crime"
"21746",10165694,4300000,"Romance"
"21766",653651,1e+07,"History"
"21776",466088,1052753,"Action"
"21781",248384621,7.8e+07,"Animation"
"21793",9.5e+07,5.5e+07,"Action"
"21816",15008161,1.2e+07,"Action"
"21818",9114264,5e+06,"Crime"
"21821",3250000,1.5e+07,"Action"
"21827",22456509,8500000,"Comedy"
"21830",95000,1e+05,"Horror"
"21831",122915111,5e+07,"Action"
"21842",82394288,3e+07,"Drama"
"21844",8555008,2.8e+07,"Drama"
"21849",71009334,2.5e+07,"Thriller"
"21879",1.87e+08,2e+07,"Drama"
"21908",6108720,9e+06,"Action"
"21923",125537191,1.1e+08,"Science Fiction"
"21939",151831537,1.5e+07,"Comedy"
"21942",644571402,1.7e+08,"Action"
"21949",55198285,5e+06,"Drama"
"21976",3623330,103000,"Drama"
"21991",1.1e+08,5.5e+07,"Animation"
"22012",134402450,2.8e+07,"Comedy"
"22043",100129872,1.2e+07,"Drama"
"22045",71625195,1.7e+07,"Comedy"
"22047",15298355,2159280,"Drama"
"22059",847423452,1.3e+08,"Adventure"
"22060",958400000,2.5e+08,"Adventure"
"22061",150962475,1.75e+08,"Drama"
"22077",51164106,2.6e+07,"Comedy"
"22098",18295,1.3e+07,"Drama"
"22111",1274219009,1.5e+08,"Animation"
"22130",32935319,1.1e+07,"Drama"
"22132",392000694,1e+08,"Crime"
"22133",43058898,2.2e+07,"Action"
"22143",27330000,3.5e+07,"Drama"
"22144",74188937,2.5e+07,"Comedy"
"22149",270000,110000,"Fantasy"
"22158",6147,7e+06,"Western"
"22167",251171807,4e+07,"Drama"
"22168",188133322,9e+07,"Adventure"
"22169",47351251,2.3e+07,"Romance"
"22207",149295601,4e+07,"Action"
"22225",112544580,3.5e+07,"Comedy"
"22248",16178959,9e+07,"Fantasy"
"22272",388,5e+06,"Drama"
"22277",4861022,3e+07,"Drama"
"22279",2755584,1,"Comedy"
"22286",173649015,5e+07,"Comedy"
"22301",86758912,39200000,"Action"
"22323",2395000,4620000,"Drama"
"22336",11417362,1.4e+07,"Comedy"
"22361",57284237,3.2e+07,"Adventure"
"22375",2300000,7200000,"Adventure"
"22389",532269,1800000,"Action"
"22393",44907260,4e+07,"Comedy"
"22395",1.2e+07,1500000,"Action"
"22416",86362372,5e+06,"Horror"
"22438",4235151,1e+06,"Drama"
"22450",21026290,1.2e+07,"Drama"
"22457",4500000,2300000,"Comedy"
"22460",2.4e+07,2.2e+07,"Animation"
"22470",22309223,1.8e+07,"Drama"
"22473",21766271,1.5e+07,"Drama"
"22521",153997819,2.5e+07,"Action"
"22525",50549107,6e+07,"Action"
"22526",288747895,8.5e+07,"Adventure"
"22538",48600000,5e+07,"Adventure"
"22541",36433975,7e+06,"Horror"
"22553",22424195,1e+07,"Crime"
"22584",48390,2e+06,"Drama"
"22595",5155325,3500000,"Animation"
"22601",4.6e+07,7700000,"Romance"
"22608",13954476,3e+06,"Comedy"
"22613",8109160,12516654,"Animation"
"22647",71154592,6.5e+07,"Horror"
"22656",75143,5e+06,"Drama"
"22673",20275812,1.8e+07,"Drama"
"22690",9494789,3.3e+07,"Adventure"
"22717",154984035,7e+07,"War"
"22719",469160692,6e+07,"Adventure"
"22724",242688965,1.2e+08,"Action"
"22762",17508518,3.5e+07,"Action"
"22786",770706,8500000,"Drama"
"22787",34077920,2e+07,"Drama"
"22788",30800231,6e+07,"Drama"
"22804",2365467,4e+06,"Drama"
"22815",5e+06,2e+07,"Science Fiction"
"22841",49002684,12500000,"Comedy"
"22842",174600318,3e+07,"Comedy"
"22878",26049082,8e+06,"Comedy"
"22880",675120017,1.65e+08,"Adventure"
"22896",52597999,2.8e+07,"Action"
"22900",222809600,5e+07,"Action"
"22928",337580051,1.1e+08,"Action"
"22980",272912430,1.45e+08,"Animation"
"22981",5380251,13300000,"Thriller"
"22982",203277636,6.6e+07,"Action"
"22983",15071,6e+06,"Comedy"
"22986",3485127,6e+06,"Comedy"
"22995",7800000,9500000,"Comedy"
"22996",67800064,2.2e+07,"Drama"
"23038",17137302,3e+07,"Animation"
"23054",714766572,1.7e+08,"Action"
"23063",362637473,1.25e+08,"Drama"
"23091",596000,290000,"Adventure"
"23109",13809,5e+06,"Horror"
"23111",61279452,7e+07,"Action"
"23112",80383290,5e+07,"Comedy"
"23127",2415472,25500000,"Thriller"
"23140",1938,1500000,"Comedy"
"23159",17834867,2e+05,"Horror"
"23160",28831145,2.5e+07,"Drama"
"23171",2627209,4500000,"Action"
"23188",705717432,2e+08,"Action"
"23201",44030246,5e+06,"Horror"
"23206",29789000,1.7e+07,"Drama"
"23217",49100000,3.3e+07,"Fantasy"
"23225",500188435,1.03e+08,"Animation"
"23235",103039258,1e+08,"Thriller"
"23240",101332962,1.2e+07,"Drama"
"23246",196781193,4e+07,"Comedy"
"23264",68896829,2.8e+07,"Action"
"23277",4635300,2e+06,"Drama"
"23290",117831631,1.3e+08,"Action"
"23310",268157400,1.8e+07,"Comedy"
"23325",3e+06,750000,"Thriller"
"23331",16505460,10900000,"Drama"
"23332",5867686,1.6e+07,"Drama"
"23334",3500000,1400000,"Action"
"23350",10429707,5e+06,"Comedy"
"23359",126546825,4e+07,"Action"
"23360",747862775,2.5e+08,"Action"
"23361",529076069,1.6e+08,"Action"
"23365",59209,1.5e+07,"Comedy"
"23378",18662027,7e+07,"Animation"
"23380",45967935,1.1e+07,"Comedy"
"23406",121179,318000,"Horror"
"23422",123494610,4e+07,"Comedy"
"23423",63464861,8e+06,"Comedy"
"23438",758539785,1.8e+08,"Fantasy"
"23466",370541256,1.78e+08,"Action"
"23473",682330139,1.5e+08,"Action"
"23478",38307627,2.5e+07,"Drama"
"23513",307166834,1.2e+07,"Romance"
"23514",3430018,12700000,"Comedy"
"23517",7018189,17500000,"Drama"
"23521",3e+07,19700000,"Animation"
"23535",115860,3512454,"Drama"
"23548",1200000,4357373,"Thriller"
"23553",5e+05,5e+05,"Comedy"
"23554",188441614,5e+07,"Crime"
"23555",5809330,6e+06,"Drama"
"23556",192330738,5.5e+07,"Thriller"
"23558",609123048,1.45e+08,"Fantasy"
"23562",103215094,1.8e+07,"Drama"
"23573",201607,4141459,"Drama"
"23595",44349000,4e+06,"Drama"
"23600",70181428,2.4e+07,"Comedy"
"23603",67347013,4e+07,"Music"
"23618",1091405097,2.1e+08,"Science Fiction"
"23646",151165787,5e+07,"Animation"
"23655",2.3e+07,5900000,"Comedy"
"23660",100525432,2e+07,"Comedy"
"23666",6676471,2e+06,"Drama"
"23673",282358,2200000,"Drama"
"23674",13092000,3300000,"Drama"
"23676",369330363,6.1e+07,"Mystery"
"23693",710644566,1.7e+08,"Science Fiction"
"23702",74918,2900000,"Horror"
"23725",25312387,1.8e+07,"Comedy"
"23738",126069509,4e+07,"Comedy"
"23749",108782847,9e+06,"Horror"
"23754",773328629,1.7e+08,"Action"
"23759",600896,4e+06,"Thriller"
"23768",206172544,9e+07,"Action"
"23773",243400000,1e+08,"Action"
"23781",31554855,1.5e+07,"Thriller"
"23784",5483299,5500000,"Drama"
"23823",45300000,1.3e+07,"Family"
"23831",86165646,4.5e+07,"Romance"
"23846",88273,2400000,"Romance"
"23851",2295423,12250000,"Crime"
"23862",51029361,16800000,"Comedy"
"23878",88880821,2.2e+07,"Drama"
"23897",183987723,176000003,"Science Fiction"
"23898",477200000,1.25e+08,"Science Fiction"
"23907",66980456,2.5e+07,"Drama"
"23919",136621271,1.7e+07,"Comedy"
"23956",9221,4e+06,"Horror"
"23957",122,15,"Music"
"23958",39407616,6.5e+07,"Crime"
"23963",78874843,1.1e+07,"Drama"
"23990",6860853,7e+06,"Drama"
"24011",13865435,6500000,"Horror"
"24014",265452,1.2e+07,"Comedy"
"24016",40100000,5e+06,"Horror"
"24039",2367161,5e+06,"Mystery"
"24076",15447154,2.2e+07,"Mystery"
"24079",846704,5e+06,"Drama"
"24083",160602194,5e+07,"Action"
"24086",1749201,2.8e+07,"Drama"
"24087",9318,1e+06,"Horror"
"24090",19054534,12600000,"Drama"
"24122",348319861,3.4e+07,"Action"
"24123",53830415,13200000,"Crime"
"24124",59744,1e+06,"Drama"
"24141",53181600,2.8e+07,"Crime"
"24143",7527232,5e+06,"Romance"
"24177",40400,5e+06,"Drama"
"24180",3442853,1.6e+07,"Western"
"24192",32556119,1.5e+07,"Crime"
"24209",108255770,6e+07,"Animation"
"24210",24186232,49300000,"Animation"
"24227",41296320,19800000,"Drama"
"24242",542307423,58800000,"War"
"24244",1826705,2800000,"Comedy"
"24259",255273813,6500000,"Horror"
"24279",215529201,7e+07,"Horror"
"24293",266586800,1.8e+07,"Thriller"
"24296",6399,2.5e+07,"Fantasy"
"24316",3e+06,5500000,"Science Fiction"
"24351",35926213,2.6e+07,"Drama"
"24352",88761661,2e+07,"Action"
"24358",83719388,5e+07,"Drama"
"24367",211817906,6.8e+07,"War"
"24369",42070000,10500000,"Drama"
"24373",54837234,1.3e+07,"Comedy"
"24408",100654149,2.8e+07,"Family"
"24414",19682924,1.6e+07,"Thriller"
"24439",103590271,5e+06,"Horror"
"24446",38697217,8500000,"Crime"
"24455",1964253,9e+06,"Animation"
"24456",652105443,1.65e+08,"Adventure"
"24460",5169755,4e+06,"Mystery"
"24465",97437106,5e+07,"Romance"
"24483",36869414,1.5e+07,"Drama"
"24565",22896728,1e+07,"Action"
"24580",24267,3600000,"Drama"
"24641",12096300,2.4e+07,"Drama"
"24656",9630444,8e+06,"Horror"
"24667",126546518,8e+07,"Animation"
"24760",721651,22361,"Foreign"
"24778",68129518,3e+07,"War"
"24861",233555708,1.4e+07,"History"
"24862",11110975,2e+07,"Comedy"
"24874",752100229,1.25e+08,"Science Fiction"
"24898",268031828,1.4e+08,"Adventure"
"24940",169837010,4e+07,"Comedy"
"24956",1189612,5e+06,"Horror"
"24983",123726688,1.5e+07,"Drama"
"24987",1500000,560000,"Romance"
"24992",52424533,3.6e+07,"Family"
"24997",30127963,1.5e+07,"Drama"
"24998",1.6e+07,1300000,"Drama"
"25015",3721345,6500000,"Action"
"25022",31244858,2e+07,"Science Fiction"
"25051",14618727,7e+06,"Romance"
"25056",93820758,1e+08,"Thriller"
"25085",1513528810,1.5e+08,"Action"
"25109",4214668,8e+05,"Romance"
"25111",107670357,4.2e+07,"Comedy"
"25179",170000,79000,"Fantasy"
"25185",373552094,1.32e+08,"Family"
"25190",21571189,9e+06,"Drama"
"25195",15520023,22500000,"War"
"25200",43884652,5e+06,"Drama"
"25203",259207227,5.5e+07,"Family"
"25207",311256926,6.1e+07,"Action"
"25289",1851517,6600000,"Drama"
"25323",1310673,7e+06,"Drama"
"25331",2450846,5e+06,"Thriller"
"25386",350006,4e+06,"Drama"
"25391",956019788,2.5e+08,"Action"
"25393",66787908,2e+07,"History"
"25394",163442937,6.5e+07,"Drama"
"25421",7888102,4e+05,"Comedy"
"25457",27187375,2e+07,"Animation"
"25458",395000,1e+06,"Horror"
"25466",3494070,4900000,"Drama"
"25467",12007070,2e+07,"Crime"
"25468",52501541,1.5e+07,"Drama"
"25502",28883511,1e+07,"Drama"
"25504",212902372,5e+07,"Fantasy"
"25533",12342632,4.4e+07,"Action"
"25535",414351546,8.1e+07,"Crime"
"25540",349424282,1.27e+08,"Adventure"
"25584",53213633,2.5e+07,"Comedy"
"25623",114178613,9.5e+07,"Adventure"
"25624",4684165,2500000,"Comedy"
"25706",9216,1.4e+07,"Fantasy"
"25720",133821816,6.5e+07,"Comedy"
"25722",1.2e+08,1.3e+07,"Comedy"
"25733",73706,6.5e+07,"Animation"
"25762",1.2e+07,750000,"Crime"
"25798",104399548,4.9e+07,"Crime"
"25816",1359910,7500000,"Drama"
"25836",325771424,4.8e+07,"Thriller"
"25837",17752940,7e+07,"Crime"
"25866",440603537,1.55e+08,"Science Fiction"
"25879",26501323,1e+06,"Thriller"
"25951",34592118,2.6e+07,"Thriller"
"25978",98441954,1.3e+07,"Documentary"
"25990",1e+07,10,"Horror"
"26000",2.3e+07,10500000,"Animation"
"26018",1675381,3e+06,"Horror"
"26032",14674076,2e+06,"Horror"
"26054",26055,9e+06,"Fantasy"
"26072",48965210,9e+06,"Action"
"26116",809000,6e+05,"Romance"
"26271",12200000,5e+06,"Drama"
"26409",11276,5e+05,"Drama"
"26524",15172408,7e+06,"Drama"
"26552",11672363,9272437,"Action"
"26554",378858340,1.5e+08,"Action"
"26555",104303851,1e+07,"Drama"
"26556",2068223624,2.45e+08,"Action"
"26557",94061311,1e+08,"Adventure"
"26558",433677183,1.6e+08,"Action"
"26559",1405403694,2.8e+08,"Action"
"26561",794191988,2.3e+08,"Adventure"
"26563",519311965,1.3e+08,"Science Fiction"
"26564",167977596,1.2e+08,"Action"
"26565",783112979,5.8e+07,"Action"
"26567",863416141,2e+08,"Action"
"26568",1153304495,2.5e+08,"Adventure"
"26569",677718395,1.65e+08,"Action"
"26570",543934787,1.78e+08,"Science Fiction"
"26610",2691899,1e+06,"Drama"
"26709",29193330,27563396,"Drama"
"26743",4e+06,750000,"Drama"
"26868",2360281,7e+06,"Drama"
"26979",12400000,7e+06,"Animation"
"26998",1750000,4e+06,"Crime"
"27149",39171130,2.5e+07,"Thriller"
"27352",4200000,1500000,"Drama"
"27478",30418560,6e+07,"Comedy"
"27479",571006128,4e+07,"Drama"
"27666",43528634,8500000,"Romance"
"27729",11,10,"Drama"
"27816",32248241,1.2e+07,"Science Fiction"
"27820",62076141,1.1e+07,"Drama"
"27833",35991087,8e+06,"Adventure"
"27855",1411927,8e+06,"Drama"
"27857",53086,8e+06,"Drama"
"27862",615816,3500000,"Drama"
"27863",771317,447524,"Drama"
"27864",1477002,2e+06,"Drama"
"27865",17986781,7e+05,"Crime"
"27918",5e+06,5500000,"Drama"
"27925",10076790,1.4e+07,"Thriller"
"27949",45431,2e+06,"Fantasy"
"27962",3e+06,1e+06,"Science Fiction"
"27966",4541800,1816720,"Comedy"
"28132",155760117,4.4e+07,"Crime"
"28172",85512300,1.2e+07,"Drama"
"28176",79799880,2.3e+07,"Comedy"
"28208",52425855,4e+06,"Thriller"
"28291",74679822,5.5e+07,"Mystery"
"28349",12314651,1.4e+07,"Comedy"
"28444",153962963,50100000,"Romance"
"28451",311594032,7.4e+07,"Animation"
"28452",3387000,3e+06,"Thriller"
"28477",85978266,1e+07,"Drama"
"28527",593683,1.1e+07,"Action"
"28534",123205624,3.8e+07,"Adventure"
"28543",64110728,3300000,"Thriller"
"28555",14431253,3.5e+07,"Comedy"
"28567",13218980,2800000,"Comedy"
"28574",1.8e+07,6400000,"Drama"
"28625",71561644,5e+07,"Action"
"28646",83061158,3.5e+07,"Fantasy"
"28665",543514353,9.5e+07,"Romance"
"28764",95437994,3.5e+07,"Horror"
"28765",128388320,1.5e+08,"Adventure"
"28766",7587485,1e+07,"Comedy"
"28774",9104716,1.5e+07,"Drama"
"28781",295238201,1.1e+08,"Adventure"
"28784",7500000,8500000,"Action"
"28785",29456000,4e+06,"Comedy"
"28796",368871007,1.35e+08,"Fantasy"
"28812",6212282,1.8e+07,"Adventure"
"28813",13644292,4e+07,"Action"
"28818",3758328,1.7e+07,"Thriller"
"28831",1506249360,1.9e+08,"Action"
"28832",62882090,1e+06,"Horror"
"28862",8914881,7e+06,"Drama"
"28916",3324330,5e+07,"Crime"
"28941",111811453,4e+07,"Comedy"
"29027",12005838,1950000,"Comedy"
"29041",129115,2.5e+07,"Crime"
"29159",1430655,6700000,"Comedy"
"29209",61619773,1.1e+07,"Drama"
"29221",151530,2e+07,"Drama"
"29258",6500000,2.5e+07,"Family"
"29292",209154322,1.9e+08,"Adventure"
"29298",48125,5e+06,"Drama"
"29338",107597242,3.8e+07,"Action"
"29349",1.5e+07,5e+05,"Science Fiction"
"29422",112156811,9500000,"Adventure"
"29439",63013281,3.4e+07,"Drama"
"29464",65663276,2.5e+07,"Fantasy"
"29472",10835752,1e+07,"Comedy"
"29489",7087452,6e+05,"Comedy"
"29501",1064454,1e+07,"Comedy"
"29515",14348529,6e+06,"Comedy"
"29549",232,3,"Drama"
"29576",470490832,1.1e+08,"Action"
"29633",7339398,3500000,"Drama"
"29706",81967450,3.5e+07,"Action"
"29727",30283,1e+07,"Drama"
"29737",41325328,1.8e+07,"Comedy"
"29788",22159216,5500000,"Drama"
"29800",287506194,2.9e+07,"Comedy"
"29866",40272135,11800000,"Romance"
"29890",17472,1e+07,"Drama"
"29917",15656193,4e+06,"Thriller"
"29922",187112,4e+06,"Horror"
"29927",51680201,3.5e+07,"Action"
"29944",6833445,5e+06,"Action"
"30038",2011837,3300000,"Drama"
"30040",927277,336029,"Drama"
"30052",630161890,1.08e+08,"Drama"
"30067",11480000,3700000,"Crime"
"30080",2e+06,13360000,"Comedy"
"30086",1.1e+07,3e+06,"Drama"
"30091",1.4e+07,2800000,"Drama"
"30123",5900000,1900000,"Crime"
"30135",235666219,6.5e+07,"Action"
"30147",140795793,3.5e+07,"Comedy"
"30174",1400000,1100000,"Comedy"
"30186",26250020,3.7e+07,"Drama"
"30195",8927600,5579750,"Comedy"
"30211",32251,6e+06,"Drama"
"30281",121545703,6.5e+07,"Action"
"30283",18050000,5510000,"Drama"
"30285",49263404,3e+07,"Comedy"
"30315",1020921,6e+06,"Drama"
"30316",857611174,1.75e+08,"Drama"
"30323",252000,4e+05,"Drama"
"30397",653428261,1.6e+08,"Action"
"30398",43967255,2e+07,"Adventure"
"30399",243637091,8.8e+07,"Action"
"30401",179246868,1.1e+08,"Adventure"
"30402",809342332,1.8e+08,"Adventure"
"30430",6500000,5400000,"Thriller"
"30500",875457937,7.5e+07,"Animation"
"30519",7200000,1.1e+07,"Action"
"30526",4.1e+07,1.1e+07,"Drama"
"30528",6485961,2e+07,"Comedy"
"30535",30523226,2.6e+07,"Science Fiction"
"30541",14708696,31500000,"Action"
"30542",146936910,9e+07,"Fantasy"
"30543",61548707,1.5e+07,"Horror"
"30544",745600054,1.75e+08,"Action"
"30552",7133082,1823152,"Drama"
"30557",389681935,1.65e+08,"Action"
"30558",343471816,1.85e+08,"Action"
"30566",2800000,240000,"Thriller"
"30574",19660000,10920000,"Drama"
"30588",5850000,2745000,"Comedy"
"30623",2300000,445000,"Crime"
"30642",18130000,9e+06,"Action"
"30643",6e+06,1500000,"Action"
"30644",5.1e+07,1.7e+07,"Action"
"30660",1.2e+07,1.1e+07,"Action"
"30661",1.5e+07,6900000,"Romance"
"30673",9.1e+07,19500000,"Action"
"30676",46396427,1.1e+07,"Drama"
"30691",217022588,6.8e+07,"Comedy"
"30701",1156730962,7.4e+07,"Family"
"30704",16656125,1.4e+07,"Adventure"
"30760",331926147,1.75e+08,"Adventure"
"30761",98837872,5.3e+07,"Crime"
"30762",880674609,2.45e+08,"Action"
"30933",2.1e+07,3e+06,"Family"
"30941",807947,5e+06,"Action"
"30943",34441873,3e+07,"Drama"
"30944",12601706,1.5e+07,"History"
"30959",104384188,3.1e+07,"Comedy"
"30987",143101,4e+06,"Drama"
"31069",3100000,2500000,"Drama"
"31073",873260194,2.5e+08,"Action"
"31104",154701,9700000,"Romance"
"31239",9112193,3500000,"Comedy"
"31323",122513057,14800000,"Comedy"
"31391",966550600,1.75e+08,"Family"
"31393",61768190,5e+06,"Action"
"31408",1500000,1.8e+07,"Crime"
"31445",108145109,7.5e+07,"Comedy"
"31477",3250000,3250000,"Thriller"
"31485",61181942,3.5e+07,"Adventure"
"31486",69411370,5e+07,"Action"
"31488",12058187,5e+06,"Comedy"
"31511",3.5e+07,6e+06,"Comedy"
"31519",10703234,6843500,"Comedy"
"31527",12935800,1.1e+07,"Comedy"
"31593",4250000,5940000,"Romance"
"31613",45000,3300000,"Comedy"
"31629",42664410,1e+05,"Horror"
"31752",208588,2e+07,"Drama"
"31784",250000,1300000,"Drama"
"31791",1.2e+07,310000,"Comedy"
"31797",9.8e+07,1.4e+07,"Adventure"
"31866",532950503,1.35e+08,"Western"
"31877",27391084,1.1e+07,"Mystery"
"31925",1e+08,4e+07,"Action"
"31954",91709827,3e+07,"Action"
"31955",84025816,3e+07,"Action"
"32033",5659286,8e+06,"Animation"
"32034",3621046,1.4e+07,"Drama"
"32101",1784763,1.3e+07,"Thriller"
"32118",194564672,3.5e+07,"Comedy"
"32140",249083,3e+06,"Drama"
"32145",35401758,6e+06,"Drama"
"32175",58978653,5e+06,"Thriller"
"32183",40423945,3500000,"Mystery"
"32191",443962,5e+06,"Comedy"
"32197",42330,8e+06,"Drama"
"32305",98450062,5e+06,"Horror"
"32306",34854990,19500000,"Crime"
"32308",52882018,1e+07,"Horror"
"32371",27139524,2.8e+07,"Comedy"
"32372",54418872,5e+06,"Action"
"32373",201634991,2.8e+07,"Drama"
"32420",702354,1e+05,"Comedy"
"32460",101134059,6e+07,"Drama"
"32467",16815892,2.5e+07,"Drama"
"32487",34227298,4e+07,"Drama"
"32489",845188,5e+05,"Documentary"
"32537",3e+05,50000,"Comedy"
"32545",24591,11180,"Drama"
"32617",2084628,1.6e+07,"Drama"
"32620",14860766,1.5e+07,"Comedy"
"32627",16002420,1.4e+07,"Drama"
"32713",11122090,6e+06,"Drama"
"32722",67790117,3e+06,"Drama"
"32731",42972994,2.5e+07,"Crime"
"32758",64191523,1.5e+07,"Drama"
"32802",3220371,5e+06,"Horror"
"32812",9077700,6e+06,"Drama"
"32828",41387687,6e+06,"Comedy"
"32871",1268395,1556288,"Thriller"
"32872",72629670,2.5e+07,"Thriller"
"32887",40924982,25496629,"Comedy"
"32888",42700000,12560000,"Comedy"
"32892",6341684,2500000,"Drama"
"32914",696681,2e+06,"Drama"
"32935",31500000,2200000,"Drama"
"32946",1677,130000,"Drama"
"32952",1978592,1e+07,"Comedy"
"33001",7002261,2.8e+07,"Comedy"
"33005",49028000,11097000,"Action"
"33006",18800000,6400000,"Romance"
"33007",632542,1.5e+07,"Action"
"33012",52395996,2.5e+07,"Comedy"
"33023",203427584,5.5e+07,"Adventure"
"33039",385284817,4e+07,"Action"
"33042",88346473,2e+07,"Drama"
"33044",1777043,1e+06,"War"
"33050",5578519,1.9e+07,"Thriller"
"33051",14333790,1e+07,"Action"
"33064",36606743,2e+07,"Drama"
"33116",4300000,4100000,"Drama"
"33164",1300000,7400000,"Drama"
"33165",1500000,220000,"Comedy"
"33168",6e+06,2e+06,"Romance"
"33174",1.4e+07,3e+06,"Drama"
"33247",473226958,8e+07,"Animation"
"33293",7e+05,18000,"Comedy"
"33294",5e+05,5e+05,"Drama"
"33322",573335,7e+06,"Romance"
"33323",3727746,1e+07,"Drama"
"33325",97571250,6.4e+07,"Adventure"
"33357",820580447,1.49e+08,"Action"
"33362",20497844,1.8e+07,"Drama"
"33363",23737523,4.6e+07,"Drama"
"33370",165478348,4e+07,"Thriller"
"33495",16344,2e+06,"Thriller"
"33534",63647656,2.2e+07,"Comedy"
"33566",25513752,3196621,"Comedy"
"33639",26144,5e+06,"Drama"
"33744",38793283,2.6e+07,"Adventure"
"33750",117629,1.2e+07,"Action"
"33827",33013805,3e+07,"Comedy"
"33834",158162788,5.8e+07,"Adventure"
"33878",60273173,1.2e+07,"Drama"
"33879",3020664,1.5e+07,"Comedy"
"33897",133332,2e+07,"Action"
"33905",105097,1379375,"Drama"
"33960",78096553,1e+07,"Horror"
"33976",2333684,5e+06,"Drama"
"33977",24902723,2.5e+07,"Drama"
"34027",18340000,11930000,"Drama"
"34100",8235661,1.5e+07,"Drama"
"34183",8e+07,1.2e+07,"Adventure"
"34197",50363790,3.5e+07,"Drama"
"34216",246233113,9.9e+07,"Animation"
"34243",340312,5e+06,"Action"
"34282",520000,380000,"Comedy"
"34362",1.1e+07,1300000,"Drama"
"34426",623791,1e+06,"Drama"
"34503",173567581,3.7e+07,"Drama"
"34504",15,20,"Drama"
"34537",25000,25000,"Action"
"34564",161789,1.1e+07,"Drama"
"34572",4100000,8900000,"Crime"
"34627",42426912,1.7e+07,"Comedy"
"34628",6.7e+07,23400000,"Drama"
"34720",5279982,3e+06,"Comedy"
"34890",133718711,1.05e+08,"Action"
"34896",5330000,5e+05,"Comedy"
"34925",4400000,1500000,"Music"
"34948",15536328,224056,"Drama"
"34957",1.1e+07,6200000,"Comedy"
"34979",109906372,3.8e+07,"Adventure"
